"Paper_ID","Author","Year","Title","Appendix","Framework_Element","Psi_Dimension","Specific_Contribution","Equation_Concept","Relevance","Citations_Approx","Evidence_Tier"
"gaechter2025crowding","Gächter, Simon","2025","Incentives Crowd Out Voluntary Cooperation: Evidence from Gift-Exchange Experiments","AH","","intrinsic-motivation","Monetary incentives reduce cooperation","","Supporting","35","3"
"gaertner2009primer","Gaertner, Wulf","2009","A Primer in Social Choice Theory","AF","Aggregation","","Social choice textbook","Modern synthesis","Supporting","500","3"
"gale1962college","Gale, David; Shapley, Lloyd","1962","College Admissions and Stability of Marriage","AB","C*","","Stable matching","Deferred acceptance algorithm","Core","10000","2"
"gans2026oring","Gans, Joshua S.; Goldfarb, Avi","2026","O-Ring Automation","B","","task-complementarity","Task-by-task substitution logic is incomplete under complementarity","","Supporting","0","3"
"gennaioli2010comes","Gennaioli, Nicola; Shleifer, Andrei","2010","What Comes to Mind","M","Psi_C,Psi_K","Psi_K","Local thinking","Representativeness in beliefs","Core","1500","2"
"gibbard1973manipulation","Gibbard, Allan","1973","Manipulation of Voting Schemes","AE,AF","C*,Psi_Design","","Strategy-proofness impossibility","No non-dictatorial SP voting","Core","3000","2"
"gigerenzer1987cognition","Gigerenzer, Gerd; Murray, David J.","1987","Cognition as Intuitive Statistics","LIT-GIGERENZER","LIT-GIGERENZER,early-work,statistical-cognition","statistical-cognition","Cognition can be understood as intuitive statistical inference","Early foundational work on frequentist approach to cognition","Methodological","600","5"
"gigerenzer1988base","Gigerenzer, Gerd; Hell, Wolfgang; Blank, Hartmut","1988","Presentation and Content: The Use of Base Rates as a Continuous Variable","LIT-GIGERENZER","CORE-HOW,base-rates,representation","representation","Base rate use depends on problem representation","Early work on representation effects in statistical reasoning","Core","400","2"
"gigerenzer1991illusions","Gigerenzer, Gerd","1991","How to Make Cognitive Illusions Disappear: Beyond Heuristics and Biases","LIT-GIGERENZER","LIT-GIGERENZER,methodology,debate","ecological-validity","Most cognitive illusions are not violations of probability theory","Challenges Kahneman-Tversky heuristics-and-biases paradigm","Methodological","515","5"
"gigerenzer1995improve","Gigerenzer, Gerd; Hoffrage, Ulrich","1995","How to Improve Bayesian Reasoning Without Instruction: Frequency Formats","LIT-GIGERENZER","CORE-HOW,risk-communication,LLMMC","information-format","Natural frequencies improve Bayesian reasoning by up to 50%","Information format dramatically affects statistical reasoning accuracy","Core","2500","1"
"gigerenzer1996fast","Gigerenzer, Gerd; Goldstein, Daniel G.","1996","Reasoning the Fast and Frugal Way: Models of Bounded Rationality","LIT-GIGERENZER","CORE-HOW,heuristics,bounded-rationality","information-environment","Take-The-Best heuristic uses only one reason to make decisions","One-reason decision making can be ecologically rational","Core","3300","2"
"gigerenzer1996narrow","Gigerenzer, Gerd","1996","On Narrow Norms and Vague Heuristics: A Reply to Kahneman and Tversky","LIT-GIGERENZER","LIT-GIGERENZER,debate,methodology","rationality-norms","Defends ecological rationality against heuristics-and-biases critique","Key document in rationality wars debate with Kahneman-Tversky","Methodological","800","5"
"gigerenzer1999simple","Gigerenzer, Gerd; Todd, Peter M.; ABC Research Group","1999","Simple Heuristics That Make Us Smart","LIT-GIGERENZER","CORE-HOW,heuristics,ecological-rationality","ecological-structure","Adaptive toolbox of fast and frugal heuristics for different environments","Simple heuristics exploit environmental structure for adaptive decisions","Core","10000","2"
"gigerenzer2001bounded","Gigerenzer, Gerd; Selten, Reinhard","2001","Bounded Rationality: The Adaptive Toolbox","LIT-GIGERENZER","LIT-GIGERENZER,bounded-rationality,framework","constraints","Adaptive toolbox is repertoire of heuristics for uncertain decisions","With Nobel laureate Selten - defines adaptive toolbox concept","Methodological","4000","5"
"gigerenzer2003risks","Gigerenzer, Gerd; Edwards, Adrian","2003","Simple Tools for Understanding Risks: From Innumeracy to Insight","LIT-GIGERENZER","DOMAIN-HEALTH,risk-communication,practical","information-format","Frequency formats and visual aids improve medical risk understanding","Practical framework for transparent medical risk communication","Core","1000","2"
"gigerenzer2004mindless","Gigerenzer, Gerd","2004","Mindless Statistics","LIT-GIGERENZER","METHOD-EVIDENCE,statistics-critique,methodology","methodology","Null ritual (NHST) is social ritual not scientific method","Influential critique of null hypothesis significance testing","Methodological","700","5"
"gigerenzer2005rain","Gigerenzer, Gerd; Hertwig, Ralph; van den Broek, Eva; Fasolo, Barbara; Katsikopoulos, Konstantinos V.","2005","A 30% Chance of Rain Tomorrow: How Does the Public Understand Probabilistic Weather Forecasts?","LIT-GIGERENZER","CORE-AWARE,risk-communication,probability","probability-format","Public misinterprets probability of precipitation in multiple ways","Demonstrates widespread misunderstanding of probability forecasts","Core","500","2"
"gigerenzer2007gut","Gigerenzer, Gerd","2007","Gut Feelings: The Intelligence of the Unconscious","LIT-GIGERENZER","LIT-GIGERENZER,popular-science,intuition","intuition","Gut feelings are based on adaptive heuristics","Popular science account of intuition as adaptive heuristics","Methodological","2000","5"
"gigerenzer2007helping","Gigerenzer, Gerd; Gaissmaier, Wolfgang; Kurz-Milcke, Elke; Schwartz, Lisa M.; Woloshin, Steven","2007","Helping Doctors and Patients Make Sense of Health Statistics","LIT-GIGERENZER","DOMAIN-HEALTH,risk-communication,medical","information-format","Icon arrays and frequency formats improve medical decision making","Comprehensive framework for transparent medical risk communication","Core","1500","2"
"gigerenzer2008rationality","Gigerenzer, Gerd","2008","Rationality for Mortals: How People Cope with Uncertainty","LIT-GIGERENZER","LIT-GIGERENZER,bounded-rationality,essays","uncertainty","Collection of essays on ecological rationality and heuristics","Essays synthesizing ecological rationality research program","Methodological","1000","5"
"gigerenzer2009homo","Gigerenzer, Gerd; Brighton, Henry","2009","Homo Heuristicus: Why Biased Minds Make Better Inferences","LIT-GIGERENZER","LIT-GIGERENZER,heuristics,bias-variance","uncertainty","Bias can improve prediction through bias-variance tradeoff","Explains why biased heuristics can outperform unbiased models","Methodological","1500","5"
"gigerenzer2011heuristic","Gigerenzer, Gerd; Gaissmaier, Wolfgang","2011","Heuristic Decision Making","LIT-GIGERENZER","LIT-GIGERENZER,review,framework","uncertainty","Heuristics are efficient cognitive processes that ignore part of information","Comprehensive review defining heuristics as adaptive under uncertainty","Methodological","2800","5"
"gintis2000game","Gintis, Herbert","2000","Game Theory Evolving","AD","C*,Psi_C,Dynamics","Psi_C","Gene-culture coevolution","Psi and C* co-evolve","Core","3000","2"
"gintis2005behavioral","Gintis, Herbert; Bowles, Samuel; Boyd, Robert; Fehr, Ernst","2005","Moral Sentiments and Material Interests","K","Psi_C","Psi_C","Strong reciprocity","Cooperation foundations","Core","2000","2"
"glimcher2009tokens","Glimcher, Paul W.","2009","The Neurobiology of Decision-Making","AX","","cognitive","Neural coding of values drives choices","Neural value coding explains preferences","Supporting","1800","3"
"gneezy2000fine","Gneezy, Uri; Rustichini, Aldo","2000","A Fine Is a Price","K","Psi_I,C*","Psi_I","Crowding out","Fines crowd out norms","Core","3000","2"
"gneezy2003performance","Gneezy, Uri; Niederle, Muriel; Rustichini, Aldo","2003","Performance in Competitive Environments: Gender Differences","AA","Psi_C","Psi_C","Gender competition","Men respond more to competition","Core","2500","2"
"goldin2000orchestrating","Goldin, Claudia; Rouse, Cecilia","2000","Orchestrating Impartiality","AA","Psi_C,C*","Psi_C","Blind auditions","Remove bias via anonymity","Supporting","2000","3"
"goldin2014grand","Goldin, Claudia","2014","A Grand Gender Convergence","AA","Q,Psi_I","Psi_I","Gender gap","Flexibility penalty","Core","2000","2"
"goldstein2002recognition","Goldstein, Daniel G.; Gigerenzer, Gerd","2002","Models of Ecological Rationality: The Recognition Heuristic","LIT-GIGERENZER","CORE-HOW,heuristics,recognition","recognition","Recognition heuristic exploits patterns of ignorance for accurate inferences","Recognition alone can be a powerful cue for accurate inference","Core","1500","2"
"goldstein2008yes","Goldstein, Noah J.; Martin, Steve J.; Cialdini, Robert B.","2008","Yes!: 50 Scientifically Proven Ways to Be Persuasive","Y","","social_proof","50 evidence-based persuasion techniques validated through research","","Supporting","3200","3"
"granovetter1973strength","Granovetter, Mark","1973","The Strength of Weak Ties","K","Psi_S","Psi_S","Network structure","Weak ties bridge communities","Core","50000","2"
"grossman1980impossibility","Grossman, Sanford; Stiglitz, Joseph","1980","On the Impossibility of Informationally Efficient Markets","W,Y","Psi_K,C*","Psi_K","Paradox of efficient markets","If efficient, no incentive to gather info","Core","8000","2"
"groves1973incentives","Groves, Theodore","1973","Incentives in Teams","AE","Psi_Design","","Groves mechanisms","General IC class","Core","2500","2"
"groves1977optimal","Groves, Theodore; Ledyard, John","1977","Optimal Allocation of Public Goods","AE","C*,Psi_Design","","Nash implementation","Public goods mechanism","Supporting","1500","3"
"guiso2006does","Guiso, Luigi; Sapienza, Paola; Zingales, Luigi","2006","Does Culture Affect Economic Outcomes?","K","Psi_Cult,Q","Psi_Cult","Culture and economics","Culture matters for growth","Core","3000","2"
"gul1991theory","Gul, Faruk; Pesendorfer, Wolfgang","1991","Theory of Temptation","AX","","temporal","Preference for commitment explains self-control","Commitment preferences explain self-control","Methodological","1500","5"
"guth1982experimental","Güth, Werner; Schmittberger, Rolf; Schwarze, Bernd","1982","An Experimental Analysis of Ultimatum Bargaining","K","Psi_C,C*","Psi_C","Ultimatum game","Rejections of unfair offers","Core","8000","2"
"guth2007leading","Güth, Werner; Levati, M Vittoria; Sutter, Matthias; van der Heijden, Eline","2007","Leading by Example with and Without Exclusion Power in Voluntary Contribution Experiments","LIT-SUTTER","CORE-HOW,leadership,public_goods","Psi_I","Leaders who contribute first increase group contributions significantly","Sequential moves allow leaders to signal and increase cooperation","Core","550","1"
"guyatt2008grade","Guyatt, Gordon H.; Oxman, Andrew D.; Vist, Gunn E.; Kunz, Regina; Falck-Ytter, Yngve; Alonso-Coello, Pablo; Schünemann, Holger J.; GRADE Working Group","2008","GRADE: An Emerging Consensus on Rating Quality of Evidence and Strength of Recommendations","XX","METHOD-EVIDENCE,evidence-hierarchy,methodology-template","evidence-quality","Four levels of evidence quality - high, moderate, low, very low","Model for explicit evidence hierarchy that EBF adapts for behavioral economics","Methodological","15000","5"
"haidt2001emotional","Haidt, Jonathan","2001","The Emotional Dog and Its Rational Tail: A Social Intuitionist Approach to Moral Judgment","Z","","moral_culture","Moral judgment is primarily intuitive; reasoning follows","","Supporting","4500","3"
"haidt2007psychology","Haidt, Jonathan","2007","The New Synthesis in Moral Psychology","Z","","moral_foundation","Five moral foundations underlie all human moral systems","","Supporting","3800","3"
