key,strategy,journal_found,journal_superkey,era,pattern,lookup_source,predictability_rate,reason,journal,year,volume,issue,pages
babcock1995wages,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,1995,,,
babcock2003biased,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2003,,,
babcock2011gender,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2011,,,
banerjee2017handbook,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2017,null,null,
barberis1998model,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1998,null,null,
baron2008intuitions,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cambridge University Press,Cambridge University Press,2008,,,
becker1957discrimination,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1957,,,
becker1960economic,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Demographic and Economic Change in Developed Countries,1960,,,
becker1964human,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1964,,,
becker1977endogenous,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1977,67,2,
becker1981treatise,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1981,,,
becker1985altruism,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,Missing required fields for pattern: pages,Journal of Economic Literature,1985,14,3,
becker1991analysis,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,1991,,,
becker1993analysis,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1994,84,3,
becker1994human,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1994,,,
becker1996accounting,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,1996,,,
becker2000habits,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Book,2000,,,
benabou_1991_education_commitment,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,NBER Working Paper,1991,,,
benabou_1996_heterogeneity,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1996,86,3,
benabou_2001_status,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2001,,,
benabou_2012_laws_norms_final,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,NBER Working Paper 17579,2012,,,
benabou_2015_mutually_assured,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2015,,,
benabou_2018_narratives,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,NBER Working Paper 24798,2018,,,
benabou_2019_beliefs_policies,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2019,,,
benabou_2020_moral_behavior,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2020,,,
benabou_2022_market_failures,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2022,,,
benabou_ok_1998,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,NBER Working Paper,1998,,,
benartzi2007save,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2007,,,
benjamin2010social,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2010,null,null,
bennedsen_sadun_2021_succession,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2021,,,
bertrand2004emily,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2004,null,null,
bertrand2004how,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2004,null,null,
bisin2001economics,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2001,null,null,
bisin2011economics,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2011,null,null,
blanchard1989beveridge,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1989,null,null,
blau2017gender,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2017,null,null,
bolton1997reciprocal,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1997,,,
bosch_nagel_2002_cognitive,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2002,,,
bosch_nagel_montalvo_2010_finite,PATTERN,True,JRN-1016-JET,Elsevier,10.1016/j.jet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Journal of Economic Theory,2010,145,,2251-2279
bosch_nagel_satorra_2002_newspaper,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,2002,92,,1687-1701
bowles2008cooperation,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2008,,,
bowles2012moral,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Cambridge University Press,Cambridge University Press,2012,,,
buhren_frank_nagel_2012,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: MPRA Paper,MPRA Paper,2012,,,
bénabou2003intrinsic,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2003,null,null,
bénabou2006incentives,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2006,null,null,
camerer1989empirical,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1989,,,
camerer2006hyperbolic,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2006,,,
camerer2007brain,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2007,,,
camerer2008advice,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Organizational Behavior and Human Decision Performance,Organizational Behavior and Human Decision Performance,2008,,,
camerer2009strategic,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2009,,,
camerer2012expertise,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2012,,,
camerer2014prediction,LOOKUP,True,JRN-1002-JBDM,Wiley,,CrossRef,0.0,ALPHA_NUM pattern in Wiley era - not predictable,Journal of Behavioral Decision Making,2014,,,
camerer2015ultimatum,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2015,,,
camerer2016risk,LOOKUP,True,JRN-1257-JEP,Modern,,CrossRef,0.96,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Perspectives,2016,,,
camerer2018prospect,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Economics,Handbook of Behavioral Economics,2018,,,
camerer_ho_chong_nagel_2004,LOOKUP,True,JRN-1093-QJE,MIT Press,,CrossRef,0.01,LONG_CODE pattern in MIT Press era - not predictable,Quarterly Journal of Economics,2004,119,,861-898
card1992twins,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Canadian Journal of Economics,Canadian Journal of Economics,1999,32,2,
card1995earnings,SKIP,False,,,,,0.0,Entry type 'incollection' - not a journal article,Aspects of Labour Market Behaviour,1995,,,
card1995myth,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Princeton University Press,1995,,,
card2022seeing,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2022,,,
cason_sheremeta_nagel_2016,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Journal of Economic Behavior and Organization,Journal of Economic Behavior and Organization,2016,127,,1-12
chetty2009salience,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2009,null,null,
choi2004better,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2004,null,null,
cialdini1993compliance,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: HarperBusiness,HarperBusiness,1993,,,
cialdini2001consistency,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Pearson,Pearson,2001,,,
cialdini2001universal,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2001,,,
cialdini2006principle,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business Review,Harvard Business Review,2006,,,
cialdini2009pre,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Harvard Business Review,Harvard Business Review,2009,,,
cialdini2016pre_suasion,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Simon \& Schuster,Simon \& Schuster,2016,,,
coleman1988social,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1988,null,null,
coricelli_nagel_2009_neural,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Proceedings of the National Academy of Sciences,2009,106,,9163-9168
cosmides1994cognitive,LOOKUP,True,JRN-1257-AER,AEA Code,,CrossRef,0.92,LONG_CODE pattern in AEA Code era - not predictable,American Economic Review,1994,,,
costa_gomes_crawford_nagel_2013,LOOKUP,True,JRN-3982-ECTA,Econometric Society,,CrossRef,0.05,ALPHA_NUM pattern in Econometric Society era - not predictable,Econometrica,2013,81,,1839-1886
costa_gomes_nagel_2009_reasoning,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,Missing required fields for pattern: issue,American Economic Review,2009,99,,1580-1607
cowell2011measuring,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2011,null,null,
cunha2010estimating,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2010,null,null,
dana1998learning,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1998,null,null,
darity_1998_running_the_numbers,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: American Prospect,American Prospect,1998,,,
darity_2009_affirmative_action,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,In International Encyclopedia of the Social \& Behavioral Sciences,2003,,,
darity_2011_economics_color,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2011,,,
darity_2016_economics_stratification,LOOKUP,True,JRN-3386-NBER,NBER,,CrossRef,1.0,Missing required fields for pattern: number,Working Paper,2016,,,
darity_hamilton_stewart_2015,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Review of Black Political Economy,Review of Black Political Economy,2015,42,1-2,
darity_mullen_2020_reparations,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,University of North Carolina Press (Book),2020,,,
darity_myers_1998_persistent_disparity,SKIP,False,,,,,0.0,Entry type 'book' - not a journal article,Edward Elgar Publishing (Book),1998,,,
deaton2018understanding,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2018,null,null,
debreu1974excess,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1974,null,null,
dellavigna2015behavioral,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2015,,,
demsetz1967toward,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1967,null,null,
diamond1971model,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1971,null,null,
diamond1982aggregate,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1982,null,null,
dolan2008well,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2008,,,
dolan2010instant,PATTERN,True,JRN-1111-EJ,Wiley,10.1111/j.1468-0297.{year}.{suffix}.x,,0.27,Predictable pattern for Wiley era,The Economic Journal,2010,,,
dolan2010subjective,PATTERN,True,JRN-1016-JOEP,Elsevier,10.1016/j.joep.{year}.{month}.{article},,1.0,Predictable pattern for Elsevier era,Journal of Economic Psychology,2010,,,
dolan2011economics,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2011,,,
dolan2012measuring,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Centre for Economic Performance,Centre for Economic Performance,2012,,,
dolan2014happiness,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Plume,Plume,2014,,,
duffy_nagel_1997_beauty,LOOKUP,True,JRN-1111-EJ,JSTOR Legacy,,JSTOR,0.27,NUMERIC pattern in JSTOR Legacy era - not predictable,Economic Journal,1997,107,,1684-1700
duflo2007experimental,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,2007,null,null,
easterlin1974does,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: null,null,1974,null,null,
enke2022cultural,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2022,,,
enke2022inflation,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2022,,,
enke2024machine,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2024,,,
enke2024market_eff,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2024,,,
enke2025probability,SKIP,False,,,,,0.0,Entry type 'techreport' - not a journal article,Working Paper,2025,,,
falk1997cooperation,LOOKUP,True,JRN-1016-JEBO,Old Elsevier,,CrossRef,0.12,OTHER pattern in Old Elsevier era - not predictable,Journal of Economic Behavior \& Organization,1997,,,
falk1998strategic,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,1998,,,
falk1999reciprocal,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,1999,,,
falk2000reciprocity,LOOKUP,True,JRN-1016-GEB,Academic Press,,CrossRef,0.75,OTHER pattern in Academic Press era - not predictable,Games and Economic Behavior,2000,,,
falk2001fairness,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2001,,,
falk2002altruism,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2002,,,
falk2003generosity,PATTERN,True,JRN-1016-EL,Elsevier,10.1016/j.econlet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Economics Letters,2003,,,
falk2004fairness,LOOKUP,True,JRN-1007-EXPEC,Springer,,CrossRef,0.14,ALPHA_NUM pattern in Springer era - not predictable,Experimental Economics,2004,,,
falk2004learning,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2004,,,
falk2005gifts,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2005,,,
falk2006behavior,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2006,,,
falk2006wages,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2006,,,
falk2007incentives,LOOKUP,True,JRN-1257-JEL,Modern,,CrossRef,0.71,"Missing required fields for pattern: volume, issue, pages",Journal of Economic Literature,2007,,,
falk2007wage,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2007,,,
falk2008efficiency,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2008,,,
falk2008social,LOOKUP,True,JRN-1257-AER,Modern,,CrossRef,0.92,"Missing required fields for pattern: volume, issue, pages",American Economic Review,2008,,,
falk2009choosing,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2009,,,
falk2009effort,PATTERN,True,JRN-1016-GEB,Modern Elsevier,10.1016/j.geb.{year}.{month}.{article},,0.75,Predictable pattern for Modern Elsevier era,Games and Economic Behavior,2009,,,
falk2010cooperation,PATTERN,True,JRN-1016-JEBO,Modern Elsevier,10.1016/j.jebo.{year}.{month}.{article},,0.12,Predictable pattern for Modern Elsevier era,Journal of Economic Behavior \& Organization,2010,,,
falk2010human,LOOKUP,True,JRN-1126-SCI,All Years,,Publisher/CrossRef,0.0,OTHER pattern in All Years era - not predictable,Science,2010,,,
falk2011evolution,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Economics,Handbook of Behavioral Economics,2011,,,
falk2011reciprocal,LOOKUP,False,,,,CrossRef,0.0,Journal not in database: Handbook of Behavioral Decision Making,Handbook of Behavioral Decision Making,2011,,,
falk2012parochial,PATTERN,True,JRN-1016-EHB,Elsevier,10.1016/j.evolhumbehav.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Evolution and Human Behavior,2012,,,
falk2012preferences,PATTERN,True,JRN-1016-EL,Elsevier,10.1016/j.econlet.{year}.{month}.{article},,0.8,Predictable pattern for Elsevier era,Economics Letters,2012,,,
